,geometry,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg,element_type,highway,nodes,lanes,maxspeed,name,oneway_no,oneway_yes
335,"LINESTRING (-122.4639815692397 37.722327034641985, -122.46375141437471 37.72239520617213, -122.46318900280541 37.72260461460966, -122.46284032617044 37.72280173252964, -122.46265499196775 37.72294790762958, -122.4624313673223 37.72300886780512, -122.46227080122155 37.723021082107465)",25,HEAD ST,32.37,4.97,22.11,28.12,34.29,way,residential,"[1607089623, 65303962]",nan,25,Head Street,1,0
335,"LINESTRING (-122.4639815692397 37.722327034641985, -122.46375141437471 37.72239520617213, -122.46318900280541 37.72260461460966, -122.46284032617044 37.72280173252964, -122.46265499196775 37.72294790762958, -122.4624313673223 37.72300886780512, -122.46227080122155 37.723021082107465)",25,HEAD ST,32.37,4.97,22.11,28.12,34.29,way,residential,"[65303960, 65303962]",nan,25,Ashton Avenue,1,0
335,"LINESTRING (-122.4639815692397 37.722327034641985, -122.46375141437471 37.72239520617213, -122.46318900280541 37.72260461460966, -122.46284032617044 37.72280173252964, -122.46265499196775 37.72294790762958, -122.4624313673223 37.72300886780512, -122.46227080122155 37.723021082107465)",25,HEAD ST,32.37,4.97,22.11,28.12,34.29,way,residential,"[65303962, 65303960]",nan,25,Ashton Avenue,1,0
336,"LINESTRING (-122.43973734577543 37.73073290671708, -122.44201566375494 37.73072176792805)",25,HEARST AVE,42.42,9.32,22.66,28.29,32.88,way,residential,"[65361957, 65351368]",nan,25,Baden Street,1,0
336,"LINESTRING (-122.43973734577543 37.73073290671708, -122.44201566375494 37.73072176792805)",25,HEARST AVE,42.42,9.32,22.66,28.29,32.88,way,residential,"[65351368, 65361957]",nan,25,Baden Street,1,0
337,"LINESTRING (-122.40851633075071 37.77375969975054, -122.40968304102972 37.77283775733922)",30,HARRISON ST,18.0,0.0,25.1,32.0,0.0,way,motorway_link,"[65286864, 293738967]",3,25,nan,0,1
337,"LINESTRING (-122.40851633075071 37.77375969975054, -122.40968304102972 37.77283775733922)",30,HARRISON ST,18.0,0.0,25.1,32.0,0.0,way,secondary,"[65317738, 65286864]",4,30,8th Street,0,1
338,"LINESTRING (-122.40968304102972 37.77283775733922, -122.41007684781555 37.772526443527795)",30,HARRISON ST,18.0,0.0,25.1,32.0,0.0,way,secondary,"[65283737, 65317747]",4,25,9th Street,0,1
339,"LINESTRING (-122.4340623874469 37.762550824773925, -122.4339035793351 37.7609547387991)",25,HARTFORD ST,8.87,1.79,14.79,29.08,37.29,way,tertiary,"[65324860, 65324863]",2,25,18th Street,1,0
339,"LINESTRING (-122.4340623874469 37.762550824773925, -122.4339035793351 37.7609547387991)",25,HARTFORD ST,8.87,1.79,14.79,29.08,37.29,way,tertiary,"[65324863, 65324860]",2,25,18th Street,1,0
340,"LINESTRING (-122.46417202266807 37.76413086992194, -122.46404200535154 37.762268848891686)",25,7TH AVE,66.08,23.36,25.84,29.06,32.82,way,tertiary,"[65314556, 65302762]",4,25,Judah Street,1,0
340,"LINESTRING (-122.46417202266807 37.76413086992194, -122.46404200535154 37.762268848891686)",25,7TH AVE,66.08,23.36,25.84,29.06,32.82,way,tertiary,"[65302762, 65314556]",4,25,Judah Street,1,0
341,"LINESTRING (-122.46378152808614 37.75853818102822, -122.46365767130514 37.756764108298874)",25,7TH AVE,97.0,76.0,32.72,33.05,34.72,way,secondary,"[1501115133, 65293933]",2,35,"['Laguna Honda Boulevard', '7th Avenue']",1,0
341,"LINESTRING (-122.46378152808614 37.75853818102822, -122.46365767130514 37.756764108298874)",25,7TH AVE,97.0,76.0,32.72,33.05,34.72,way,secondary,"[65293933, 1501115133]",2,35,"['Laguna Honda Boulevard', '7th Avenue']",1,0
343,"LINESTRING (-122.46310199460855 37.764177827519696, -122.46297200086161 37.76231576933738)",25,6TH AVE,25.08,2.81,21.24,27.71,33.31,way,tertiary,"[65287619, 65302762]",nan,25,Judah Street,1,0
343,"LINESTRING (-122.46310199460855 37.764177827519696, -122.46297200086161 37.76231576933738)",25,6TH AVE,25.08,2.81,21.24,27.71,33.31,way,tertiary,"[65302762, 65287619]",nan,25,Judah Street,1,0
344,"LINESTRING (-122.42410268392302 37.76478345224182, -122.42404075676951 37.76463280947461, -122.42398155372634 37.763965997117936)",25,GUERRERO ST,62.6,25.13,25.86,29.53,33.3,way,residential,"[65307098, 65307093]",nan,25,Camp Street,1,0
344,"LINESTRING (-122.42410268392302 37.76478345224182, -122.42404075676951 37.76463280947461, -122.42398155372634 37.763965997117936)",25,GUERRERO ST,62.6,25.13,25.86,29.53,33.3,way,residential,"[65307093, 65307098]",nan,25,Camp Street,1,0
344,"LINESTRING (-122.42410268392302 37.76478345224182, -122.42404075676951 37.76463280947461, -122.42398155372634 37.763965997117936)",25,GUERRERO ST,62.6,25.13,25.86,29.53,33.3,way,secondary,"[65307098, 258968242]",2,25,Guerrero Street,0,1
345,"LINESTRING (-122.42398155372634 37.763965997117936, -122.42392222113179 37.76329768991017, -122.42395924292165 37.76316782449088)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,secondary,"[258968243, 65307098]",2,25,Guerrero Street,0,1
346,"LINESTRING (-122.42410268392302 37.76478345224182, -122.4241373817321 37.7646274028302, -122.42401884447953 37.763292283447726, -122.42395924292165 37.76316782449088)",25,GUERRERO ST,62.6,25.13,25.86,29.53,33.3,way,secondary,"[295083426, 65317399]",2,25,Guerrero Street,0,1
347,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42389897279674 37.763038761320715, -122.42376615145906 37.761706710641995, -122.42380067085048 37.76156567316831)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,tertiary,"[65318612, 258968244]",2,25,18th Street,1,0
348,"LINESTRING (-122.42392656317257 37.762341012670944, -122.42386271020122 37.76170064202146, -122.42380067085048 37.76156567316831)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,tertiary,"[65318612, 258968244]",2,25,18th Street,1,0
347,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42389897279674 37.763038761320715, -122.42376615145906 37.761706710641995, -122.42380067085048 37.76156567316831)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,tertiary,"[258968244, 65318612]",2,25,18th Street,1,0
348,"LINESTRING (-122.42392656317257 37.762341012670944, -122.42386271020122 37.76170064202146, -122.42380067085048 37.76156567316831)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,tertiary,"[258968244, 65318612]",2,25,18th Street,1,0
348,"LINESTRING (-122.42392656317257 37.762341012670944, -122.42386271020122 37.76170064202146, -122.42380067085048 37.76156567316831)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,secondary,"[295083427, 65318612]",2,25,Guerrero Street,0,1
349,"LINESTRING (-122.42348853133687 37.758364548622716, -122.4234353599617 37.75828312137068, -122.423367257003 37.75757006311781)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,secondary,"[65318633, 258968246]",2,25,Guerrero Street,0,1
351,"LINESTRING (-122.42348853133687 37.758364548622716, -122.4235206223619 37.75827798895519, -122.42345251681034 37.7575649090683)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,secondary,"[65318628, 300752968]",2,25,Guerrero Street,0,1
352,"LINESTRING (-122.42345251681034 37.7575649090683, -122.42338716765782 37.75688068000545, -122.42333060589094 37.75676878101826)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,secondary,"[300752968, 65302203]",2,25,Guerrero Street,0,1
352,"LINESTRING (-122.42345251681034 37.7575649090683, -122.42338716765782 37.75688068000545, -122.42333060589094 37.75676878101826)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,residential,"[258967884, 300752968]",nan,25,Liberty Street,1,0
352,"LINESTRING (-122.42345251681034 37.7575649090683, -122.42338716765782 37.75688068000545, -122.42333060589094 37.75676878101826)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,residential,"[300752968, 258967884]",nan,25,Liberty Street,1,0
353,"LINESTRING (-122.42333060589094 37.75676878101826, -122.42328144029507 37.75667151428323, -122.42321453484062 37.75597096768874)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,residential,"[65319645, 65318641]",nan,25,Hill Street,1,0
353,"LINESTRING (-122.42333060589094 37.75676878101826, -122.42328144029507 37.75667151428323, -122.42321453484062 37.75597096768874)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,residential,"[65318641, 65319645]",nan,25,Hill Street,1,0
353,"LINESTRING (-122.42333060589094 37.75676878101826, -122.42328144029507 37.75667151428323, -122.42321453484062 37.75597096768874)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,secondary,"[65318641, 258968247]",2,25,Guerrero Street,0,1
354,"LINESTRING (-122.42321453484062 37.75597096768874, -122.42314788891338 37.75527311867957, -122.4231810001043 37.75516979404893)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,residential,"[65318648, 258968248]",nan,25,22nd Street,1,0
355,"LINESTRING (-122.42333060589094 37.75676878101826, -122.42336668378417 37.75666621005693, -122.42323327713291 37.755269344199164, -122.4231810001043 37.75516979404893)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,residential,"[65318648, 258968248]",nan,25,22nd Street,1,0
354,"LINESTRING (-122.42321453484062 37.75597096768874, -122.42314788891338 37.75527311867957, -122.4231810001043 37.75516979404893)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,residential,"[258968248, 65318648]",nan,25,22nd Street,1,0
355,"LINESTRING (-122.42333060589094 37.75676878101826, -122.42336668378417 37.75666621005693, -122.42323327713291 37.755269344199164, -122.4231810001043 37.75516979404893)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,residential,"[258968248, 65318648]",nan,25,22nd Street,1,0
354,"LINESTRING (-122.42321453484062 37.75597096768874, -122.42314788891338 37.75527311867957, -122.4231810001043 37.75516979404893)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,secondary,"[258968248, 65318641]",2,25,Guerrero Street,0,1
355,"LINESTRING (-122.42333060589094 37.75676878101826, -122.42336668378417 37.75666621005693, -122.42323327713291 37.755269344199164, -122.4231810001043 37.75516979404893)",25,GUERRERO ST,58.0,18.5,25.75,29.07,33.49,way,secondary,"[65302203, 65318648]",2,25,Guerrero Street,0,1
356,"LINESTRING (-122.42238353610776 37.747171915075015, -122.42230676473228 37.747031492622945, -122.42225735336068 37.74649871288904, -122.42231065498432 37.74637651993133)",25,GUERRERO ST,49.0,12.5,24.92,28.58,33.2,way,primary,"[65318699, 258968254]",2,25,Guerrero Street,0,1
356,"LINESTRING (-122.42238353610776 37.747171915075015, -122.42230676473228 37.747031492622945, -122.42225735336068 37.74649871288904, -122.42231065498432 37.74637651993133)",25,GUERRERO ST,49.0,12.5,24.92,28.58,33.2,way,residential,"[300753144, 65318699]",nan,25,Duncan Street,1,0
357,"LINESTRING (-122.42238353610776 37.747171915075015, -122.42243443361023 37.74702105652991, -122.42238581171496 37.74649522498589, -122.42231065498432 37.74637651993133)",25,GUERRERO ST,49.0,12.5,24.92,28.58,33.2,way,residential,"[300753144, 65318699]",nan,25,Duncan Street,1,0
356,"LINESTRING (-122.42238353610776 37.747171915075015, -122.42230676473228 37.747031492622945, -122.42225735336068 37.74649871288904, -122.42231065498432 37.74637651993133)",25,GUERRERO ST,49.0,12.5,24.92,28.58,33.2,way,residential,"[65318699, 300753144]",nan,25,Duncan Street,1,0
357,"LINESTRING (-122.42238353610776 37.747171915075015, -122.42243443361023 37.74702105652991, -122.42238581171496 37.74649522498589, -122.42231065498432 37.74637651993133)",25,GUERRERO ST,49.0,12.5,24.92,28.58,33.2,way,residential,"[65318699, 300753144]",nan,25,Duncan Street,1,0
357,"LINESTRING (-122.42238353610776 37.747171915075015, -122.42243443361023 37.74702105652991, -122.42238581171496 37.74649522498589, -122.42231065498432 37.74637651993133)",25,GUERRERO ST,49.0,12.5,24.92,28.58,33.2,way,primary,"[65318691, 300753144]","['2', '3']",25,Guerrero Street,0,1
358,"LINESTRING (-122.51129492511467 37.77507596092764, -122.51121138887777 37.77498140184525, -122.51113224803261 37.7741921626912, -122.51118267192281 37.773569063829434, -122.5112058403324 37.773016623533955, -122.51128210196944 37.772959944103796)",35,GREAT HWY,21.0,7.5,31.3,39.02,42.67,way,primary_link,"[315367847, 315367851]",nan,25,nan,0,1
358,"LINESTRING (-122.51129492511467 37.77507596092764, -122.51121138887777 37.77498140184525, -122.51113224803261 37.7741921626912, -122.51118267192281 37.773569063829434, -122.5112058403324 37.773016623533955, -122.51128210196944 37.772959944103796)",35,GREAT HWY,21.0,7.5,31.3,39.02,42.67,way,primary,"[315367851, 65320295]",nan,35,Great Highway,0,1
358,"LINESTRING (-122.51129492511467 37.77507596092764, -122.51121138887777 37.77498140184525, -122.51113224803261 37.7741921626912, -122.51118267192281 37.773569063829434, -122.5112058403324 37.773016623533955, -122.51128210196944 37.772959944103796)",35,GREAT HWY,21.0,7.5,31.3,39.02,42.67,way,primary,"[309032093, 259392513]",nan,35,Great Highway,0,1
359,"LINESTRING (-122.51129492511467 37.77507596092764, -122.51134405657933 37.77498912492466, -122.51126258273023 37.77419277797389, -122.51131420175257 37.7735744838256, -122.51133749899834 37.77301895281265, -122.51128210196944 37.772959944103796)",35,GREAT HWY,21.0,7.5,31.3,39.02,42.67,way,primary,"[309032093, 259392513]",nan,35,Great Highway,0,1
358,"LINESTRING (-122.51129492511467 37.77507596092764, -122.51121138887777 37.77498140184525, -122.51113224803261 37.7741921626912, -122.51118267192281 37.773569063829434, -122.5112058403324 37.773016623533955, -122.51128210196944 37.772959944103796)",35,GREAT HWY,21.0,7.5,31.3,39.02,42.67,way,primary,"[553532142, 315367851]",nan,35,Great Highway,0,1
360,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51093501146903 37.77117968746171, -122.5108597101569 37.770561876659166, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41,way,tertiary,"[65289842, 259392510]",nan,25,John F Kennedy Drive,1,0
361,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51109157162286 37.771160112923255, -122.51102997512658 37.77055685950482, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41,way,tertiary,"[65289842, 259392510]",nan,25,John F Kennedy Drive,1,0
360,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51093501146903 37.77117968746171, -122.5108597101569 37.770561876659166, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41,way,tertiary,"[259392510, 65289842]",nan,25,John F Kennedy Drive,1,0
361,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51109157162286 37.771160112923255, -122.51102997512658 37.77055685950482, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41,way,tertiary,"[259392510, 65289842]",nan,25,John F Kennedy Drive,1,0
360,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51093501146903 37.77117968746171, -122.5108597101569 37.770561876659166, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41,way,primary,"[65289842, 65287418]","['2', '4']",35,Great Highway,0,1
360,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51093501146903 37.77117968746171, -122.5108597101569 37.770561876659166, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41,way,secondary,"[65287418, 259392513]",nan,35,Fulton Street,1,0
361,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51109157162286 37.771160112923255, -122.51102997512658 37.77055685950482, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41,way,secondary,"[65287418, 259392513]",nan,35,Fulton Street,1,0
360,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51093501146903 37.77117968746171, -122.5108597101569 37.770561876659166, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41,way,secondary,"[259392513, 65287418]",nan,35,Fulton Street,1,0
361,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51109157162286 37.771160112923255, -122.51102997512658 37.77055685950482, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41,way,secondary,"[259392513, 65287418]",nan,35,Fulton Street,1,0
362,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51083358388001 37.77030317356958, -122.51076382859313 37.76970261510999, -122.51064283365878 37.76892757329371, -122.51029481683658 37.76724085838649, -122.51023266937932 37.76657741018473, -122.5102259908711 37.765986849698464, -122.51024148320391 37.76544205803968, -122.51031258935058 37.76463093488477, -122.51030714294158 37.7641728342164, -122.51034131916529 37.76400083325617)",35,GREAT HWY,83.0,49.5,29.42,30.98,33.67,way,primary,"[65304588, 3714677161]",2,35,Great Highway,0,1
362,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51083358388001 37.77030317356958, -122.51076382859313 37.76970261510999, -122.51064283365878 37.76892757329371, -122.51029481683658 37.76724085838649, -122.51023266937932 37.76657741018473, -122.5102259908711 37.765986849698464, -122.51024148320391 37.76544205803968, -122.51031258935058 37.76463093488477, -122.51030714294158 37.7641728342164, -122.51034131916529 37.76400083325617)",35,GREAT HWY,83.0,49.5,29.42,30.98,33.67,way,primary_link,"[4037489080, 2912242162]",nan,25,nan,0,1
362,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51083358388001 37.77030317356958, -122.51076382859313 37.76970261510999, -122.51064283365878 37.76892757329371, -122.51029481683658 37.76724085838649, -122.51023266937932 37.76657741018473, -122.5102259908711 37.765986849698464, -122.51024148320391 37.76544205803968, -122.51031258935058 37.76463093488477, -122.51030714294158 37.7641728342164, -122.51034131916529 37.76400083325617)",35,GREAT HWY,83.0,49.5,29.42,30.98,33.67,way,primary_link,"[3714676701, 2912242162]",nan,25,nan,0,1
362,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51083358388001 37.77030317356958, -122.51076382859313 37.76970261510999, -122.51064283365878 37.76892757329371, -122.51029481683658 37.76724085838649, -122.51023266937932 37.76657741018473, -122.5102259908711 37.765986849698464, -122.51024148320391 37.76544205803968, -122.51031258935058 37.76463093488477, -122.51030714294158 37.7641728342164, -122.51034131916529 37.76400083325617)",35,GREAT HWY,83.0,49.5,29.42,30.98,33.67,way,primary_link,"[315369375, 315369379]",nan,25,nan,0,1
362,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51083358388001 37.77030317356958, -122.51076382859313 37.76970261510999, -122.51064283365878 37.76892757329371, -122.51029481683658 37.76724085838649, -122.51023266937932 37.76657741018473, -122.5102259908711 37.765986849698464, -122.51024148320391 37.76544205803968, -122.51031258935058 37.76463093488477, -122.51030714294158 37.7641728342164, -122.51034131916529 37.76400083325617)",35,GREAT HWY,83.0,49.5,29.42,30.98,33.67,way,primary,"[65304588, 65304540]",2,25,Lincoln Way,0,1
