,geometry,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg,element_type,highway,nodes,lanes,maxspeed,name,oneway_no,oneway_yes
296,"LINESTRING (-122.45528260021666 37.768175358553535, -122.4554010885955 37.76818570283593, -122.45557073726508 37.76815186197548, -122.45671489350372 37.767808962230724, -122.45706236073337 37.76770482400987, -122.45857436061935 37.7672631978133, -122.45863716122878 37.76720000033241)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,way,unclassified,"[65310455, 309033124]",nan,25,Martin Luther King Junior Drive,0,1
295,"LINESTRING (-122.45827658258494 37.767279942407946, -122.45854543820724 37.76720141357288, -122.45863716122878 37.76720000033241)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,way,primary,"[65310455, 309033123]",2,30,Kezar Drive,0,1
296,"LINESTRING (-122.45528260021666 37.768175358553535, -122.4554010885955 37.76818570283593, -122.45557073726508 37.76815186197548, -122.45671489350372 37.767808962230724, -122.45706236073337 37.76770482400987, -122.45857436061935 37.7672631978133, -122.45863716122878 37.76720000033241)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,way,primary,"[309033123, 309033124]",2,30,Kezar Drive,0,1
296,"LINESTRING (-122.45528260021666 37.768175358553535, -122.4554010885955 37.76818570283593, -122.45557073726508 37.76815186197548, -122.45671489350372 37.767808962230724, -122.45706236073337 37.76770482400987, -122.45857436061935 37.7672631978133, -122.45863716122878 37.76720000033241)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,way,primary,"[1511324640, 1350922023]",2,30,Kezar Drive,0,1
296,"LINESTRING (-122.45528260021666 37.768175358553535, -122.4554010885955 37.76818570283593, -122.45557073726508 37.76815186197548, -122.45671489350372 37.767808962230724, -122.45706236073337 37.76770482400987, -122.45857436061935 37.7672631978133, -122.45863716122878 37.76720000033241)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,way,primary,"[1350922023, 65310495]",2,30,Kezar Drive,0,1
297,"LINESTRING (-122.45863716122878 37.76720000033241, -122.45870595418236 37.76714193939788, -122.45879111042234 37.76711417158627, -122.459023034889 37.767007554845115, -122.45980087871708 37.766404090454124, -122.45993148803683 37.76634884017285)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,way,primary,"[287831239, 309033082]",2,30,Kezar Drive,0,1
297,"LINESTRING (-122.45863716122878 37.76720000033241, -122.45870595418236 37.76714193939788, -122.45879111042234 37.76711417158627, -122.459023034889 37.767007554845115, -122.45980087871708 37.766404090454124, -122.45993148803683 37.76634884017285)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,way,primary,"[1511324865, 65310455]",2,30,Kezar Drive,0,1
298,"LINESTRING (-122.45863716122878 37.76720000033241, -122.45875509473221 37.767197171887126, -122.45882525795187 37.767174292676295, -122.45906914089106 37.767062526730875, -122.45985544777592 37.76645374828332, -122.45993148803683 37.76634884017285)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,way,primary,"[309033082, 65304820]",2,30,Kezar Drive,0,1
298,"LINESTRING (-122.45863716122878 37.76720000033241, -122.45875509473221 37.767197171887126, -122.45882525795187 37.767174292676295, -122.45906914089106 37.767062526730875, -122.45985544777592 37.76645374828332, -122.45993148803683 37.76634884017285)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,way,primary,"[1511324675, 1511324797]",2,30,Kezar Drive,0,1
298,"LINESTRING (-122.45863716122878 37.76720000033241, -122.45875509473221 37.767197171887126, -122.45882525795187 37.767174292676295, -122.45906914089106 37.767062526730875, -122.45985544777592 37.76645374828332, -122.45993148803683 37.76634884017285)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,way,unclassified,"[1511324675, 1511324865]",nan,25,Martin Luther King Junior Drive,0,1
298,"LINESTRING (-122.45863716122878 37.76720000033241, -122.45875509473221 37.767197171887126, -122.45882525795187 37.767174292676295, -122.45906914089106 37.767062526730875, -122.45985544777592 37.76645374828332, -122.45993148803683 37.76634884017285)",30,KEZAR DR,72.86,31.43,32.0,34.39,37.53,way,unclassified,"[1511324687, 1511324797]",nan,25,nan,0,1
299,"LINESTRING (-122.39184052526359 37.778125697486914, -122.39179954419241 37.777928541992964, -122.39383599654042 37.77632922269216, -122.39403506516257 37.77633297645496)",35,KING ST,9.0,0.5,26.85,37.28,42.0,way,secondary,"[260193155, 6329528595]",nan,25,4th Street,0,1
300,"LINESTRING (-122.39184052526359 37.778125697486914, -122.39201364788971 37.778099306606535, -122.39404826372436 37.77649221407759, -122.39403506516257 37.77633297645496)",35,KING ST,9.0,0.5,26.85,37.28,42.0,way,secondary,"[260193155, 6329528595]",nan,25,4th Street,0,1
299,"LINESTRING (-122.39184052526359 37.778125697486914, -122.39179954419241 37.777928541992964, -122.39383599654042 37.77632922269216, -122.39403506516257 37.77633297645496)",35,KING ST,9.0,0.5,26.85,37.28,42.0,way,primary,"[260193156, 260193331]",4,25,3rd Street,1,0
300,"LINESTRING (-122.39184052526359 37.778125697486914, -122.39201364788971 37.778099306606535, -122.39404826372436 37.77649221407759, -122.39403506516257 37.77633297645496)",35,KING ST,9.0,0.5,26.85,37.28,42.0,way,primary,"[260193156, 260193331]",4,25,3rd Street,1,0
299,"LINESTRING (-122.39184052526359 37.778125697486914, -122.39179954419241 37.777928541992964, -122.39383599654042 37.77632922269216, -122.39403506516257 37.77633297645496)",35,KING ST,9.0,0.5,26.85,37.28,42.0,way,primary,"[260193331, 260193156]",4,25,3rd Street,1,0
300,"LINESTRING (-122.39184052526359 37.778125697486914, -122.39201364788971 37.778099306606535, -122.39404826372436 37.77649221407759, -122.39403506516257 37.77633297645496)",35,KING ST,9.0,0.5,26.85,37.28,42.0,way,primary,"[260193331, 260193156]",4,25,3rd Street,1,0
300,"LINESTRING (-122.39184052526359 37.778125697486914, -122.39201364788971 37.778099306606535, -122.39404826372436 37.77649221407759, -122.39403506516257 37.77633297645496)",35,KING ST,9.0,0.5,26.85,37.28,42.0,way,primary,"[260193331, 6329528595]","['2', '3']",30,King Street,0,1
303,"LINESTRING (-122.49735323266646 37.7608032342564, -122.49842450319494 37.760755943480596)",25,JUDAH ST,62.0,16.5,25.75,28.45,32.45,way,residential,"[65316691, 65329560]",nan,25,38th Avenue,1,0
303,"LINESTRING (-122.49735323266646 37.7608032342564, -122.49842450319494 37.760755943480596)",25,JUDAH ST,62.0,16.5,25.75,28.45,32.45,way,residential,"[65329560, 65316691]",nan,25,38th Avenue,1,0
304,"LINESTRING (-122.50378547842567 37.76051913927559, -122.50485672263437 37.76047179122974)",25,JUDAH ST,31.5,6.0,23.02,28.27,33.67,way,residential,"[65316698, 65357343]",nan,25,44th Avenue,1,0
304,"LINESTRING (-122.50378547842567 37.76051913927559, -122.50485672263437 37.76047179122974)",25,JUDAH ST,31.5,6.0,23.02,28.27,33.67,way,residential,"[65357343, 65316698]",nan,25,44th Avenue,1,0
305,"LINESTRING (-122.44884464152584 37.72836894416822, -122.45111256024691 37.72835755064325)",25,JUDSON AVE,59.58,22.03,25.55,29.27,33.12,way,unclassified,"[65292169, 65357968]",nan,25,Judson Avenue,1,0
305,"LINESTRING (-122.44884464152584 37.72836894416822, -122.45111256024691 37.72835755064325)",25,JUDSON AVE,59.58,22.03,25.55,29.27,33.12,way,unclassified,"[65357968, 65292169]",nan,25,Judson Avenue,1,0
306,"LINESTRING (-122.47156934115623 37.734706810838965, -122.47144842561963 37.73458976399803, -122.47150754508387 37.73322896573217, -122.47158522860025 37.73216922025709, -122.47164164954363 37.73110562963544, -122.47179743560136 37.731032354843954)",35,JUNIPERO SERRA BLVD,52.0,13.0,34.75,38.59,43.35,way,primary,"[2315778415, 1714229763]","['3', '5']",35,Junipero Serra Boulevard,0,1
306,"LINESTRING (-122.47156934115623 37.734706810838965, -122.47144842561963 37.73458976399803, -122.47150754508387 37.73322896573217, -122.47158522860025 37.73216922025709, -122.47164164954363 37.73110562963544, -122.47179743560136 37.731032354843954)",35,JUNIPERO SERRA BLVD,52.0,13.0,34.75,38.59,43.35,way,primary,"[65342045, 2315778415]",3,35,Junipero Serra Boulevard,0,1
306,"LINESTRING (-122.47156934115623 37.734706810838965, -122.47144842561963 37.73458976399803, -122.47150754508387 37.73322896573217, -122.47158522860025 37.73216922025709, -122.47164164954363 37.73110562963544, -122.47179743560136 37.731032354843954)",35,JUNIPERO SERRA BLVD,52.0,13.0,34.75,38.59,43.35,way,secondary,"[65342045, 65358646]",2,25,Ocean Avenue,0,1
309,"LINESTRING (-122.4717633585473 37.733852518797015, -122.47181837832602 37.73283209748898, -122.47188699444962 37.732228222516454, -122.47191608294844 37.73123124249641, -122.47179743560136 37.731032354843954)",35,JUNIPERO SERRA BLVD,52.0,13.0,34.75,38.59,43.35,way,secondary,"[65342045, 65358646]",2,25,Ocean Avenue,0,1
306,"LINESTRING (-122.47156934115623 37.734706810838965, -122.47144842561963 37.73458976399803, -122.47150754508387 37.73322896573217, -122.47158522860025 37.73216922025709, -122.47164164954363 37.73110562963544, -122.47179743560136 37.731032354843954)",35,JUNIPERO SERRA BLVD,52.0,13.0,34.75,38.59,43.35,way,residential,"[2315778415, 65358714]",nan,15,Junipero Serra Boulevard,0,1
307,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42399553325927 37.76303269259282, -122.42392656317257 37.762341012670944)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,secondary,"[65317399, 295083427]",2,25,Guerrero Street,0,1
307,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42399553325927 37.76303269259282, -122.42392656317257 37.762341012670944)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,tertiary,"[258968243, 65317399]",2,25,17th Street,1,0
347,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42389897279674 37.763038761320715, -122.42376615145906 37.761706710641995, -122.42380067085048 37.76156567316831)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,tertiary,"[258968243, 65317399]",2,25,17th Street,1,0
307,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42399553325927 37.76303269259282, -122.42392656317257 37.762341012670944)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,tertiary,"[65317399, 258968243]",2,25,17th Street,1,0
347,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42389897279674 37.763038761320715, -122.42376615145906 37.761706710641995, -122.42380067085048 37.76156567316831)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,tertiary,"[65317399, 258968243]",2,25,17th Street,1,0
307,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42399553325927 37.76303269259282, -122.42392656317257 37.762341012670944)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,residential,"[295083427, 258967879]",nan,25,Dorland Street,1,0
307,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42399553325927 37.76303269259282, -122.42392656317257 37.762341012670944)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92,way,residential,"[258967879, 295083427]",nan,25,Dorland Street,1,0
310,"LINESTRING (-122.48127843029363 37.76151166950354, -122.48235210013017 37.761464420727684)",25,JUDAH ST,53.0,11.0,25.12,28.32,33.36,way,residential,"[65329926, 65316672]",nan,25,23rd Avenue,1,0
310,"LINESTRING (-122.48127843029363 37.76151166950354, -122.48235210013017 37.761464420727684)",25,JUDAH ST,53.0,11.0,25.12,28.32,33.36,way,residential,"[65316672, 65329926]",nan,25,23rd Avenue,1,0
311,"LINESTRING (-122.49092290948157 37.76108689087031, -122.49199747299575 37.76103951379645)",25,JUDAH ST,61.0,19.0,25.7,28.68,32.39,way,residential,"[65307188, 65307186]",2,25,32nd Avenue,1,0
311,"LINESTRING (-122.49092290948157 37.76108689087031, -122.49199747299575 37.76103951379645)",25,JUDAH ST,61.0,19.0,25.7,28.68,32.39,way,residential,"[65307186, 65307188]",2,25,32nd Avenue,1,0
313,"LINESTRING (-122.43746203562247 37.73237740531813, -122.43974776011446 37.73236806393756)",25,JOOST AVE,52.69,12.42,24.48,28.39,32.9,way,residential,"[65314250, 65314247]",nan,25,Acadia Street,1,0
313,"LINESTRING (-122.43746203562247 37.73237740531813, -122.43974776011446 37.73236806393756)",25,JOOST AVE,52.69,12.42,24.48,28.39,32.9,way,residential,"[65314247, 65314250]",nan,25,Acadia Street,1,0
313,"LINESTRING (-122.43746203562247 37.73237740531813, -122.43974776011446 37.73236806393756)",25,JOOST AVE,52.69,12.42,24.48,28.39,32.9,way,residential,"[65334567, 65314250]",nan,25,Joost Avenue,1,0
313,"LINESTRING (-122.43746203562247 37.73237740531813, -122.43974776011446 37.73236806393756)",25,JOOST AVE,52.69,12.42,24.48,28.39,32.9,way,residential,"[65314250, 65334567]",nan,25,Joost Avenue,1,0
314,"LINESTRING (-122.44729678261373 37.73233344005341, -122.44886865892148 37.73232631565995)",25,JOOST AVE,32.97,9.42,21.87,28.79,33.25,way,residential,"[65334572, 65334576]",nan,25,Joost Avenue,1,0
314,"LINESTRING (-122.44729678261373 37.73233344005341, -122.44886865892148 37.73232631565995)",25,JOOST AVE,32.97,9.42,21.87,28.79,33.25,way,residential,"[65334576, 65334572]",nan,25,Joost Avenue,1,0
315,"LINESTRING (-122.5095150090006 37.77004149881091, -122.50939527658153 37.76998334277028, -122.50900460332468 37.769753602090276, -122.50863263071666 37.76950447678548, -122.5082766694169 37.76923392277819)",25,JOHN F KENNEDY DR,83.0,49.5,29.42,30.98,33.67,way,tertiary,"[4021327370, 65289825]",nan,25,47th Avenue,1,0
315,"LINESTRING (-122.5095150090006 37.77004149881091, -122.50939527658153 37.76998334277028, -122.50900460332468 37.769753602090276, -122.50863263071666 37.76950447678548, -122.5082766694169 37.76923392277819)",25,JOHN F KENNEDY DR,83.0,49.5,29.42,30.98,33.67,way,tertiary,"[65289825, 4021327370]",nan,25,47th Avenue,1,0
316,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51071473254567 37.77043745473113, -122.5104539998838 37.770392334850285, -122.50984287331715 37.77018542141941, -122.5095150090006 37.77004149881091)",25,JOHN F KENNEDY DR,83.0,49.5,29.42,30.98,33.67,way,tertiary,"[65289842, 65289825]",nan,25,John F Kennedy Drive,1,0
316,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51071473254567 37.77043745473113, -122.5104539998838 37.770392334850285, -122.50984287331715 37.77018542141941, -122.5095150090006 37.77004149881091)",25,JOHN F KENNEDY DR,83.0,49.5,29.42,30.98,33.67,way,tertiary,"[65289825, 65289842]",nan,25,John F Kennedy Drive,1,0
316,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51071473254567 37.77043745473113, -122.5104539998838 37.770392334850285, -122.50984287331715 37.77018542141941, -122.5095150090006 37.77004149881091)",25,JOHN F KENNEDY DR,83.0,49.5,29.42,30.98,33.67,way,primary,"[315369379, 65289842]",2,35,Great Highway,0,1
362,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51083358388001 37.77030317356958, -122.51076382859313 37.76970261510999, -122.51064283365878 37.76892757329371, -122.51029481683658 37.76724085838649, -122.51023266937932 37.76657741018473, -122.5102259908711 37.765986849698464, -122.51024148320391 37.76544205803968, -122.51031258935058 37.76463093488477, -122.51030714294158 37.7641728342164, -122.51034131916529 37.76400083325617)",35,GREAT HWY,83.0,49.5,29.42,30.98,33.67,way,primary,"[315369379, 65289842]",2,35,Great Highway,0,1
317,"LINESTRING (-122.48980436132878 37.77089456522585, -122.49018064431459 37.77095226438031, -122.49069434928941 37.77097760178645, -122.49112921180833 37.770950131712674, -122.49185035278082 37.77082130456169, -122.4924280364321 37.770694896951696, -122.49313629189217 37.77047740822145, -122.49361838578706 37.77031095325779, -122.493823451175 37.77028284605511)",25,JOHN F KENNEDY DR,85.5,41.5,28.72,29.95,33.08,way,tertiary,"[65287373, 65290041]",1,25,30th Avenue,1,0
317,"LINESTRING (-122.48980436132878 37.77089456522585, -122.49018064431459 37.77095226438031, -122.49069434928941 37.77097760178645, -122.49112921180833 37.770950131712674, -122.49185035278082 37.77082130456169, -122.4924280364321 37.770694896951696, -122.49313629189217 37.77047740822145, -122.49361838578706 37.77031095325779, -122.493823451175 37.77028284605511)",25,JOHN F KENNEDY DR,85.5,41.5,28.72,29.95,33.08,way,tertiary,"[65290041, 65287373]",1,25,30th Avenue,1,0
318,"LINESTRING (-122.493823451175 37.77028284605511, -122.49414423902198 37.77004266464919, -122.49484073311909 37.76961136296253, -122.49512811700188 37.769476807151804, -122.49544446027058 37.769382121173415, -122.49616067480628 37.76929182520766)",25,JOHN F KENNEDY DR,85.5,41.5,28.72,29.95,33.08,way,tertiary,"[346514020, 65290059]",nan,25,John F Kennedy Drive,0,1
318,"LINESTRING (-122.493823451175 37.77028284605511, -122.49414423902198 37.77004266464919, -122.49484073311909 37.76961136296253, -122.49512811700188 37.769476807151804, -122.49544446027058 37.769382121173415, -122.49616067480628 37.76929182520766)",25,JOHN F KENNEDY DR,85.5,41.5,28.72,29.95,33.08,way,tertiary,"[65290059, 4026938895]",nan,25,John F Kennedy Drive,0,1
319,"LINESTRING (-122.48677042552694 37.76313686713914, -122.48783871367142 37.763089769510486)",25,IRVING ST,47.56,11.18,23.69,28.34,32.68,way,residential,"[65306583, 65306580]",2,25,28th Avenue,1,0
319,"LINESTRING (-122.48677042552694 37.76313686713914, -122.48783871367142 37.763089769510486)",25,IRVING ST,47.56,11.18,23.69,28.34,32.68,way,residential,"[65306580, 65306583]",2,25,28th Avenue,1,0
320,"LINESTRING (-122.49855529848938 37.76261677389594, -122.49962745407086 37.76256939811561)",25,IRVING ST,18.35,1.13,20.41,27.39,33.3,way,residential,"[65316693, 65341534]",nan,25,39th Avenue,1,0
320,"LINESTRING (-122.49855529848938 37.76261677389594, -122.49962745407086 37.76256939811561)",25,IRVING ST,18.35,1.13,20.41,27.39,33.3,way,residential,"[65341534, 65316693]",nan,25,39th Avenue,1,0
321,"LINESTRING (-122.392981538841 37.71911364144198, -122.39485204889448 37.72017522193161)",25,INGERSON AVE,37.93,13.36,22.28,31.13,38.74,way,residential,"[65292375, 65292373]",nan,25,Ingalls Street,1,0
321,"LINESTRING (-122.392981538841 37.71911364144198, -122.39485204889448 37.72017522193161)",25,INGERSON AVE,37.93,13.36,22.28,31.13,38.74,way,residential,"[65292373, 65292375]",nan,25,Ingalls Street,1,0
321,"LINESTRING (-122.392981538841 37.71911364144198, -122.39485204889448 37.72017522193161)",25,INGERSON AVE,37.93,13.36,22.28,31.13,38.74,way,residential,"[65307906, 65292375]",nan,25,Ingerson Avenue,1,0
321,"LINESTRING (-122.392981538841 37.71911364144198, -122.39485204889448 37.72017522193161)",25,INGERSON AVE,37.93,13.36,22.28,31.13,38.74,way,residential,"[65292375, 65307906]",nan,25,Ingerson Avenue,1,0
322,"LINESTRING (-122.37200569751843 37.72987387508275, -122.3738903651412 37.73093607117638)",35,INNES AVE,71.5,39.5,37.85,40.99,44.22,way,residential,"[559544914, 65335857]",nan,25,Earl Street,1,0
322,"LINESTRING (-122.37200569751843 37.72987387508275, -122.3738903651412 37.73093607117638)",35,INNES AVE,71.5,39.5,37.85,40.99,44.22,way,residential,"[65335857, 559544914]",nan,25,Earl Street,1,0
322,"LINESTRING (-122.37200569751843 37.72987387508275, -122.3738903651412 37.73093607117638)",35,INNES AVE,71.5,39.5,37.85,40.99,44.22,way,secondary,"[65335857, 65280694]",nan,35,Innes Avenue,1,0
322,"LINESTRING (-122.37200569751843 37.72987387508275, -122.3738903651412 37.73093607117638)",35,INNES AVE,71.5,39.5,37.85,40.99,44.22,way,secondary,"[65280694, 65335857]",nan,35,Innes Avenue,1,0
324,"LINESTRING (-122.37575821517156 37.731996600292504, -122.3766380358626 37.73249612470024)",35,INNES AVE,71.5,39.5,37.85,40.99,44.22,way,residential,"[65351526, 65335859]",nan,25,Griffith Street,1,0
324,"LINESTRING (-122.37575821517156 37.731996600292504, -122.3766380358626 37.73249612470024)",35,INNES AVE,71.5,39.5,37.85,40.99,44.22,way,residential,"[65335859, 65351526]",nan,25,Griffith Street,1,0
325,"LINESTRING (-122.38696169184333 37.73835882288856, -122.38883452187866 37.739421939173475)",25,INNES AVE,43.79,14.91,22.41,29.36,33.92,way,residential,"[65325125, 65291433]",2,25,Mendell Street,1,0
325,"LINESTRING (-122.38696169184333 37.73835882288856, -122.38883452187866 37.739421939173475)",25,INNES AVE,43.79,14.91,22.41,29.36,33.92,way,residential,"[65291433, 65325125]",2,25,Mendell Street,1,0
325,"LINESTRING (-122.38696169184333 37.73835882288856, -122.38883452187866 37.739421939173475)",25,INNES AVE,43.79,14.91,22.41,29.36,33.92,way,residential,"[65335871, 65325125]",nan,25,Innes Avenue,1,0
325,"LINESTRING (-122.38696169184333 37.73835882288856, -122.38883452187866 37.739421939173475)",25,INNES AVE,43.79,14.91,22.41,29.36,33.92,way,residential,"[65325125, 65335871]",nan,25,Innes Avenue,1,0
326,"LINESTRING (-122.40307582459772 37.738990416233676, -122.404073374529 37.73871289514307, -122.40425798467238 37.738712584734756)",30,INDUSTRIAL ST,68.0,27.0,31.7,34.28,37.74,way,tertiary_link,"[6917093881, 6917093878]",nan,25,nan,0,1
326,"LINESTRING (-122.40307582459772 37.738990416233676, -122.404073374529 37.73871289514307, -122.40425798467238 37.738712584734756)",30,INDUSTRIAL ST,68.0,27.0,31.7,34.28,37.74,way,residential,"[466335817, 65357997]",nan,25,Barneveld Avenue,1,0
326,"LINESTRING (-122.40307582459772 37.738990416233676, -122.404073374529 37.73871289514307, -122.40425798467238 37.738712584734756)",30,INDUSTRIAL ST,68.0,27.0,31.7,34.28,37.74,way,residential,"[65357997, 466335817]",nan,25,Barneveld Avenue,1,0
326,"LINESTRING (-122.40307582459772 37.738990416233676, -122.404073374529 37.73871289514307, -122.40425798467238 37.738712584734756)",30,INDUSTRIAL ST,68.0,27.0,31.7,34.28,37.74,way,tertiary,"[65357997, 6917093878]",2,30,Industrial Street,0,1
327,"LINESTRING (-122.38404650878233 37.73751421647589, -122.38428591849717 37.737762198627735, -122.38462019466452 37.73797442132713, -122.38639890536173 37.738983050623986)",25,HUDSON AVE,75.45,41.39,28.27,30.96,34.21,way,residential,"[65325123, 65337649]",2,25,Hudson Avenue,1,0
327,"LINESTRING (-122.38404650878233 37.73751421647589, -122.38428591849717 37.737762198627735, -122.38462019466452 37.73797442132713, -122.38639890536173 37.738983050623986)",25,HUDSON AVE,75.45,41.39,28.27,30.96,34.21,way,residential,"[65337649, 65325123]",2,25,Hudson Avenue,1,0
327,"LINESTRING (-122.38404650878233 37.73751421647589, -122.38428591849717 37.737762198627735, -122.38462019466452 37.73797442132713, -122.38639890536173 37.738983050623986)",25,HUDSON AVE,75.45,41.39,28.27,30.96,34.21,way,residential,"[2609017309, 65337649]",2,25,Hudson Avenue,1,0
327,"LINESTRING (-122.38404650878233 37.73751421647589, -122.38428591849717 37.737762198627735, -122.38462019466452 37.73797442132713, -122.38639890536173 37.738983050623986)",25,HUDSON AVE,75.45,41.39,28.27,30.96,34.21,way,residential,"[65337649, 2609017309]",2,25,Hudson Avenue,1,0
328,"LINESTRING (-122.37697385569244 37.73361634370127, -122.37687293853425 37.73439698621576, -122.37684437548559 37.734503789160364)",35,HUNTERS POINT BLVD,68.0,29.5,37.1,39.93,43.76,way,residential,"[2286930493, 65349896]",nan,25,Hawes Street,1,0
328,"LINESTRING (-122.37697385569244 37.73361634370127, -122.37687293853425 37.73439698621576, -122.37684437548559 37.734503789160364)",35,HUNTERS POINT BLVD,68.0,29.5,37.1,39.93,43.76,way,residential,"[65349896, 2286930493]",nan,25,Hawes Street,1,0
330,"LINESTRING (-122.47606966974865 37.72077994709784, -122.47616279792105 37.72074204783204, -122.47702085905692 37.720772801104665)",25,HOLLOWAY AVE,48.48,15.16,23.92,28.81,32.78,way,residential,"[1201336245, 258757620]",nan,25,Holloway Avenue,0,1
330,"LINESTRING (-122.47606966974865 37.72077994709784, -122.47616279792105 37.72074204783204, -122.47702085905692 37.720772801104665)",25,HOLLOWAY AVE,48.48,15.16,23.92,28.81,32.78,way,residential,"[258757620, 65294644]",nan,25,Varela Avenue,1,0
331,"LINESTRING (-122.47606966974865 37.72077994709784, -122.47617077943994 37.72082751435612, -122.47757237235638 37.72086920556996)",25,HOLLOWAY AVE,48.48,15.16,23.92,28.81,32.78,way,residential,"[258757620, 65294644]",nan,25,Varela Avenue,1,0
330,"LINESTRING (-122.47606966974865 37.72077994709784, -122.47616279792105 37.72074204783204, -122.47702085905692 37.720772801104665)",25,HOLLOWAY AVE,48.48,15.16,23.92,28.81,32.78,way,residential,"[65294644, 258757620]",nan,25,Varela Avenue,1,0
331,"LINESTRING (-122.47606966974865 37.72077994709784, -122.47617077943994 37.72082751435612, -122.47757237235638 37.72086920556996)",25,HOLLOWAY AVE,48.48,15.16,23.92,28.81,32.78,way,residential,"[65294644, 258757620]",nan,25,Varela Avenue,1,0
331,"LINESTRING (-122.47606966974865 37.72077994709784, -122.47617077943994 37.72082751435612, -122.47757237235638 37.72086920556996)",25,HOLLOWAY AVE,48.48,15.16,23.92,28.81,32.78,way,residential,"[65294644, 1201336180]",nan,25,Holloway Avenue,0,1
332,"LINESTRING (-122.4488604558157 37.73069018924841, -122.45114081101607 37.730681109570064)",25,HEARST AVE,26.28,5.67,20.2,28.21,32.61,way,residential,"[65297203, 65351372]",nan,25,Foerster Street,1,0
332,"LINESTRING (-122.4488604558157 37.73069018924841, -122.45114081101607 37.730681109570064)",25,HEARST AVE,26.28,5.67,20.2,28.21,32.61,way,residential,"[65351372, 65297203]",nan,25,Foerster Street,1,0
333,"LINESTRING (-122.45262384415005 37.77310613370119, -122.45428511653836 37.77289517815897)",25,HAYES ST,18.26,3.72,19.61,28.76,35.66,way,residential,"[65325407, 65310394]",nan,25,Shrader Street,1,0
333,"LINESTRING (-122.45262384415005 37.77310613370119, -122.45428511653836 37.77289517815897)",25,HAYES ST,18.26,3.72,19.61,28.76,35.66,way,residential,"[65310394, 65325407]",nan,25,Shrader Street,1,0
334,"LINESTRING (-122.46448421463268 37.72168000903705, -122.46443475993854 37.72190781858086, -122.46429367062407 37.72211373946706, -122.4639815692397 37.722327034641985)",25,HEAD ST,32.37,4.97,22.11,28.12,34.29,way,residential,"[1607089623, 1607089606]",nan,25,Holloway Avenue,1,0
334,"LINESTRING (-122.46448421463268 37.72168000903705, -122.46443475993854 37.72190781858086, -122.46429367062407 37.72211373946706, -122.4639815692397 37.722327034641985)",25,HEAD ST,32.37,4.97,22.11,28.12,34.29,way,residential,"[1607089606, 1607089623]",nan,25,Holloway Avenue,1,0
334,"LINESTRING (-122.46448421463268 37.72168000903705, -122.46443475993854 37.72190781858086, -122.46429367062407 37.72211373946706, -122.4639815692397 37.722327034641985)",25,HEAD ST,32.37,4.97,22.11,28.12,34.29,way,residential,"[65303962, 1607089623]",nan,25,Head Street,1,0
335,"LINESTRING (-122.4639815692397 37.722327034641985, -122.46375141437471 37.72239520617213, -122.46318900280541 37.72260461460966, -122.46284032617044 37.72280173252964, -122.46265499196775 37.72294790762958, -122.4624313673223 37.72300886780512, -122.46227080122155 37.723021082107465)",25,HEAD ST,32.37,4.97,22.11,28.12,34.29,way,residential,"[65303962, 1607089623]",nan,25,Head Street,1,0
334,"LINESTRING (-122.46448421463268 37.72168000903705, -122.46443475993854 37.72190781858086, -122.46429367062407 37.72211373946706, -122.4639815692397 37.722327034641985)",25,HEAD ST,32.37,4.97,22.11,28.12,34.29,way,residential,"[1607089623, 65303962]",nan,25,Head Street,1,0
